timestep,total_throughput,agent_0_path,agent_0_cwnd,agent_1_path,agent_1_cwnd,agent_2_path,agent_2_cwnd,agent_3_path,agent_3_cwnd,agent_4_path,agent_4_cwnd,agent_5_path,agent_5_cwnd,agent_6_path,agent_6_cwnd,agent_7_path,agent_7_cwnd,agent_8_path,agent_8_cwnd,agent_9_path,agent_9_cwnd,agent_10_path,agent_10_cwnd,agent_11_path,agent_11_cwnd,agent_12_path,agent_12_cwnd,agent_13_path,agent_13_cwnd,agent_14_path,agent_14_cwnd,agent_15_path,agent_15_cwnd,agent_16_path,agent_16_cwnd,agent_17_path,agent_17_cwnd,agent_18_path,agent_18_cwnd,agent_19_path,agent_19_cwnd,agent_20_path,agent_20_cwnd,agent_21_path,agent_21_cwnd,agent_22_path,agent_22_cwnd,agent_23_path,agent_23_cwnd,agent_24_path,agent_24_cwnd,agent_25_path,agent_25_cwnd,agent_26_path,agent_26_cwnd,agent_27_path,agent_27_cwnd,agent_28_path,agent_28_cwnd,agent_29_path,agent_29_cwnd,agent_30_path,agent_30_cwnd,agent_31_path,agent_31_cwnd,agent_32_path,agent_32_cwnd,agent_33_path,agent_33_cwnd,agent_34_path,agent_34_cwnd,agent_35_path,agent_35_cwnd,agent_36_path,agent_36_cwnd,agent_37_path,agent_37_cwnd,agent_38_path,agent_38_cwnd,agent_39_path,agent_39_cwnd,agent_40_path,agent_40_cwnd,agent_41_path,agent_41_cwnd,agent_42_path,agent_42_cwnd,agent_43_path,agent_43_cwnd,agent_44_path,agent_44_cwnd,agent_45_path,agent_45_cwnd,agent_46_path,agent_46_cwnd,agent_47_path,agent_47_cwnd,agent_48_path,agent_48_cwnd,agent_49_path,agent_49_cwnd,path_1_load,path_2_load,path_3_load,path_1_loss,path_2_loss,path_3_loss,total_loss
10,70.11556868223742,path_1,1.31,path_1,2.0,path_1,1.5,path_1,1.28,path_1,1.25,path_1,1.25,path_1,1.27,path_1,1.25,path_1,1.25,path_1,1.5,path_1,2.0,path_1,1.25,path_1,1.25,path_1,1.25,path_1,1.25,path_1,2.0,path_1,2.0,path_1,1.33,path_1,1.33,path_1,1.5,path_1,1.25,path_1,1.25,path_1,1.25,path_1,1.25,path_1,1.0,path_1,1.25,path_2,2.0,path_1,2.0,path_1,2.0,path_1,1.25,path_3,2.0,path_1,1.0,path_1,1.25,path_1,1.34,path_1,1.3,path_1,1.25,path_1,1.25,path_1,1.25,path_1,2.0,path_1,1.0,path_1,1.25,path_1,1.25,path_3,2.0,path_1,1.25,path_1,1.31,path_1,1.31,path_1,1.31,path_1,1.0,path_1,1.25,path_1,1.0,107.58,7.0,9.0,7.58,0.0,0.0,7.58
11,116.30306868223742,path_2,2.0,path_1,3.0,path_1,2.5,path_1,2.28,path_1,2.25,path_1,2.25,path_1,2.27,path_1,2.25,path_1,2.25,path_1,2.5,path_1,3.0,path_1,2.25,path_1,2.25,path_1,2.25,path_2,2.0,path_1,3.0,path_1,3.0,path_1,2.33,path_1,2.33,path_1,2.5,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.0,path_1,2.25,path_1,2.0,path_1,3.0,path_1,3.0,path_1,2.25,path_1,2.0,path_1,2.0,path_3,2.0,path_1,2.34,path_1,2.3,path_1,2.25,path_1,2.25,path_1,2.25,path_1,3.0,path_1,2.0,path_1,2.25,path_1,2.25,path_1,2.0,path_1,2.25,path_1,2.31,path_1,2.31,path_1,2.31,path_1,2.0,path_1,2.25,path_1,2.0,64.12,2.0,4.0,0.0,0.0,0.0,0.0
12,63.40153434111871,path_1,2.0,path_1,1.5,path_1,1.25,path_1,1.14,path_1,1.12,path_1,1.12,path_1,1.14,path_1,1.12,path_3,2.0,path_1,1.25,path_1,1.5,path_1,1.12,path_3,2.0,path_1,1.12,path_1,2.0,path_1,1.5,path_1,1.5,path_1,1.17,path_1,1.17,path_1,1.25,path_1,1.12,path_1,1.12,path_1,1.12,path_1,1.12,path_1,1.0,path_1,1.12,path_1,1.0,path_2,2.0,path_1,1.5,path_1,1.12,path_1,1.0,path_1,1.0,path_1,2.0,path_1,1.17,path_1,1.15,path_1,1.12,path_1,1.12,path_1,1.12,path_1,1.5,path_1,1.0,path_1,1.12,path_1,1.12,path_1,1.0,path_1,1.12,path_1,1.16,path_1,1.16,path_1,1.16,path_1,1.0,path_1,1.12,path_1,1.0,110.3,4.0,2.0,10.3,0.0,0.0,10.3
13,110.10768568995466,path_1,3.0,path_1,2.5,path_1,2.25,path_1,2.14,path_1,2.12,path_1,2.12,path_1,2.14,path_1,2.12,path_1,2.0,path_1,2.25,path_1,2.5,path_1,2.12,path_1,2.0,path_1,2.12,path_1,3.0,path_1,2.5,path_1,2.5,path_1,2.17,path_1,2.17,path_1,2.25,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.0,path_1,2.12,path_1,2.0,path_1,2.0,path_1,2.5,path_1,2.12,path_1,2.0,path_1,2.0,path_1,3.0,path_3,2.0,path_1,2.15,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.5,path_1,2.0,path_1,2.12,path_1,2.12,path_1,2.0,path_3,2.0,path_1,2.16,path_1,2.16,path_1,2.16,path_1,2.0,path_1,2.12,path_3,2.0,57.4,2.0,4.0,0.0,0.0,0.0,0.0
14,61.42884284497733,path_1,1.5,path_1,1.25,path_1,1.12,path_1,1.07,path_1,1.06,path_1,1.06,path_1,1.07,path_1,1.06,path_1,1.0,path_1,1.12,path_1,1.25,path_1,1.06,path_1,1.0,path_2,2.0,path_2,2.0,path_1,1.25,path_1,1.25,path_1,1.08,path_1,1.08,path_1,1.12,path_1,1.06,path_1,1.06,path_1,1.06,path_1,1.06,path_1,1.0,path_1,1.06,path_1,1.0,path_1,1.0,path_1,1.25,path_1,1.06,path_1,1.0,path_1,1.0,path_1,1.5,path_1,2.0,path_1,1.08,path_1,1.06,path_1,1.06,path_1,1.06,path_1,1.25,path_1,1.0,path_1,1.06,path_3,2.0,path_2,2.0,path_1,2.0,path_1,1.08,path_1,1.08,path_1,1.08,path_1,1.0,path_1,1.06,path_1,2.0,104.11,0,6.0,4.11,0.0,0.0,4.11
15,107.11634284497734,path_1,2.5,path_1,2.25,path_1,2.12,path_1,2.07,path_1,2.06,path_1,2.06,path_1,2.07,path_1,2.06,path_1,2.0,path_1,2.12,path_1,2.25,path_3,2.0,path_1,2.0,path_3,2.0,path_1,2.0,path_3,2.0,path_1,2.25,path_1,2.08,path_1,2.08,path_1,2.12,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.0,path_1,2.06,path_1,2.0,path_1,2.0,path_1,2.25,path_1,2.06,path_1,2.0,path_1,2.0,path_1,2.5,path_1,3.0,path_1,2.08,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.25,path_1,2.0,path_1,2.06,path_1,2.0,path_1,2.0,path_1,3.0,path_1,2.08,path_1,2.08,path_1,2.08,path_1,2.0,path_1,2.06,path_1,3.0,53.43,6.0,2.0,0.0,0.0,0.0,0.0
16,59.55817142248867,path_1,1.25,path_1,1.12,path_1,1.06,path_1,1.04,path_1,1.03,path_1,1.03,path_1,1.03,path_1,1.03,path_2,2.0,path_1,1.06,path_1,1.12,path_1,2.0,path_1,1.0,path_1,2.0,path_1,1.0,path_1,2.0,path_1,1.12,path_1,1.04,path_1,1.04,path_1,1.06,path_1,1.03,path_1,1.03,path_1,1.03,path_1,1.03,path_1,1.0,path_1,1.03,path_1,1.0,path_3,2.0,path_1,1.12,path_1,1.03,path_1,1.0,path_2,2.0,path_1,1.25,path_1,1.5,path_1,1.04,path_1,1.03,path_1,1.03,path_1,1.03,path_1,1.12,path_1,1.0,path_1,1.03,path_1,1.0,path_1,1.0,path_1,1.5,path_1,1.04,path_1,1.04,path_1,1.04,path_1,1.0,path_1,1.03,path_1,1.5,101.12,0,6.0,1.12,0.0,0.0,1.12
17,107.43317142248867,path_1,2.25,path_1,2.12,path_1,2.06,path_1,2.04,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_2,3.0,path_1,2.06,path_1,2.12,path_1,3.0,path_1,2.0,path_1,3.0,path_1,2.0,path_1,3.0,path_1,2.12,path_1,2.04,path_1,2.04,path_1,2.06,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.0,path_1,2.03,path_1,2.0,path_1,2.0,path_2,2.0,path_1,2.03,path_1,2.0,path_1,2.0,path_1,2.25,path_1,2.5,path_1,2.04,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.12,path_1,2.0,path_1,2.03,path_1,2.0,path_1,2.0,path_1,2.5,path_1,2.04,path_1,2.04,path_1,2.04,path_1,2.0,path_1,2.03,path_1,2.5,53.56,4.0,2.0,0.0,0.0,0.0,0.0
18,58.091585711244335,path_1,1.12,path_1,1.06,path_1,1.03,path_1,1.02,path_1,1.02,path_1,1.02,path_1,1.02,path_1,1.02,path_1,2.0,path_1,1.03,path_1,1.06,path_1,1.5,path_1,1.0,path_1,1.5,path_1,1.0,path_1,1.5,path_1,1.06,path_1,1.02,path_1,1.02,path_1,1.03,path_1,1.02,path_1,1.02,path_1,1.02,path_1,1.02,path_1,1.0,path_1,1.02,path_1,1.0,path_1,1.0,path_2,3.0,path_1,1.02,path_1,1.0,path_1,1.0,path_2,2.0,path_1,1.25,path_1,1.02,path_1,1.02,path_1,1.02,path_1,1.02,path_1,1.06,path_1,1.0,path_1,1.02,path_1,1.0,path_1,1.0,path_1,1.25,path_1,1.02,path_1,1.02,path_1,1.02,path_2,2.0,path_1,1.02,path_1,1.25,102.43,5.0,0,2.43,0.0,0.0,2.43
19,103.49783571124433,path_1,2.12,path_1,2.06,path_1,2.03,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,3.0,path_1,2.03,path_1,2.06,path_1,2.5,path_1,2.0,path_1,2.5,path_3,2.0,path_2,2.0,path_1,2.06,path_1,2.02,path_1,2.02,path_3,2.0,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.0,path_1,2.02,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.02,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.25,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_3,2.0,path_1,2.0,path_1,2.02,path_1,2.0,path_1,2.0,path_1,2.25,path_1,2.02,path_1,2.02,path_1,2.02,path_3,2.0,path_1,2.02,path_1,2.25,51.09,7.0,0,0.0,0.0,0.0,0.0
20,145.37283571124433,path_3,2.0,path_1,3.06,path_1,3.03,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,4.0,path_1,3.03,path_1,3.06,path_1,3.5,path_2,2.0,path_1,3.5,path_1,2.0,path_3,2.0,path_1,3.06,path_1,3.02,path_1,3.02,path_2,2.0,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.0,path_1,3.02,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.02,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.25,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,2.0,path_3,2.0,path_1,3.02,path_1,3.0,path_1,3.0,path_1,3.25,path_1,3.02,path_1,3.02,path_1,3.02,path_1,2.0,path_1,3.02,path_1,3.25,93.5,2.0,8.0,0.0,0.0,0.0,0.0
21,81.01124152829766,path_1,2.0,path_1,1.53,path_1,1.52,path_1,1.51,path_1,1.51,path_1,1.51,path_3,2.0,path_1,1.51,path_1,2.0,path_2,2.0,path_1,1.53,path_1,1.75,path_1,2.0,path_1,1.75,path_1,1.0,path_1,2.0,path_1,1.53,path_2,2.0,path_1,1.51,path_1,2.0,path_1,1.51,path_1,1.51,path_3,2.0,path_1,1.51,path_1,1.5,path_1,1.51,path_1,1.5,path_1,1.5,path_1,1.5,path_1,1.51,path_3,2.0,path_1,1.5,path_1,1.5,path_1,1.62,path_1,1.51,path_1,1.51,path_1,1.51,path_1,1.51,path_1,1.0,path_1,2.0,path_2,2.0,path_1,1.5,path_1,1.5,path_1,1.62,path_1,1.51,path_1,1.51,path_1,1.51,path_1,1.0,path_1,1.51,path_2,2.0,135.37,4.0,6.0,35.37,0.0,0.0,35.37
22,123.50342902829766,path_1,3.0,path_1,2.53,path_1,2.52,path_1,2.51,path_1,2.51,path_1,2.51,path_1,2.0,path_1,2.51,path_1,3.0,path_1,2.0,path_1,2.53,path_1,2.75,path_1,3.0,path_1,2.75,path_1,2.0,path_1,3.0,path_1,2.53,path_1,2.0,path_1,2.51,path_1,3.0,path_3,2.0,path_1,2.51,path_1,2.0,path_1,2.51,path_1,2.5,path_1,2.51,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.51,path_1,2.0,path_1,2.5,path_1,2.5,path_1,2.62,path_1,2.51,path_1,2.51,path_1,2.51,path_1,2.51,path_1,2.0,path_1,3.0,path_1,2.0,path_1,2.5,path_1,2.5,path_1,2.62,path_1,2.51,path_1,2.51,path_1,2.51,path_1,2.0,path_1,2.51,path_1,2.0,67.01,8.0,6.0,0.0,0.0,0.0,0.0
23,64.23218326414883,path_1,1.5,path_1,1.27,path_1,1.26,path_1,1.25,path_1,1.25,path_1,1.25,path_1,1.0,path_1,1.25,path_1,1.5,path_1,1.0,path_1,1.27,path_1,1.38,path_1,1.5,path_1,1.38,path_1,1.0,path_1,1.5,path_3,2.0,path_1,1.0,path_1,1.26,path_1,1.5,path_1,2.0,path_1,1.25,path_1,1.0,path_1,1.25,path_1,1.25,path_1,1.25,path_1,1.25,path_1,1.25,path_1,1.25,path_2,2.0,path_1,1.0,path_1,1.25,path_1,1.25,path_1,1.31,path_1,1.25,path_1,1.25,path_1,1.25,path_1,1.25,path_1,1.0,path_1,1.5,path_1,1.0,path_1,1.25,path_1,1.25,path_1,1.31,path_1,1.25,path_1,1.25,path_1,1.25,path_1,1.0,path_1,1.25,path_1,1.0,121.5,0,2.0,21.5,0.0,0.0,21.5
24,110.46655826414883,path_1,2.5,path_1,2.27,path_1,2.26,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.0,path_1,2.25,path_1,2.5,path_1,2.0,path_2,2.0,path_1,2.38,path_1,2.5,path_1,2.38,path_1,2.0,path_1,2.5,path_1,2.0,path_1,2.0,path_1,2.26,path_1,2.5,path_2,2.0,path_1,2.25,path_1,2.0,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.0,path_1,2.0,path_1,2.25,path_1,2.25,path_1,2.31,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.0,path_1,2.5,path_1,2.0,path_3,2.0,path_2,2.0,path_1,2.31,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.0,path_1,2.25,path_1,2.0,60.23,2.0,2.0,0.0,0.0,0.0,0.0
25,65.54187288207441,path_1,1.25,path_1,1.13,path_1,1.13,path_1,1.13,path_1,1.13,path_1,1.13,path_1,1.0,path_1,1.13,path_1,1.25,path_1,1.0,path_1,2.0,path_1,1.19,path_1,1.25,path_3,2.0,path_1,1.0,path_3,2.0,path_1,1.0,path_1,1.0,path_1,1.13,path_1,1.25,path_1,2.0,path_1,1.13,path_1,1.0,path_2,2.0,path_1,1.12,path_1,1.13,path_1,1.12,path_1,1.12,path_1,1.12,path_3,2.0,path_1,1.0,path_1,1.12,path_1,1.12,path_1,1.16,path_1,1.13,path_3,2.0,path_1,1.13,path_1,1.13,path_1,1.0,path_1,1.25,path_1,1.0,path_3,3.0,path_1,2.0,path_1,1.16,path_1,1.13,path_1,1.13,path_1,1.13,path_1,1.0,path_1,1.13,path_3,2.0,102.47,6.0,2.0,2.47,0.0,0.0,2.47
26,107.41491975707441,path_1,2.25,path_1,2.13,path_1,2.13,path_1,2.13,path_1,2.13,path_2,2.0,path_1,2.0,path_1,2.13,path_1,2.25,path_1,2.0,path_1,3.0,path_1,2.19,path_1,2.25,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.13,path_1,2.25,path_1,3.0,path_1,2.13,path_1,2.0,path_1,2.0,path_1,2.12,path_1,2.13,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.0,path_1,2.0,path_1,2.12,path_1,2.12,path_1,2.16,path_1,2.13,path_1,2.0,path_1,2.13,path_1,2.13,path_1,2.0,path_1,2.25,path_1,2.0,path_1,2.0,path_1,3.0,path_1,2.16,path_1,2.13,path_1,2.13,path_1,2.13,path_1,2.0,path_1,2.13,path_1,2.0,50.54,2.0,13.0,0.0,0.0,0.0,0.0
