timestep,total_throughput,agent_0_path,agent_0_cwnd,agent_1_path,agent_1_cwnd,agent_2_path,agent_2_cwnd,agent_3_path,agent_3_cwnd,agent_4_path,agent_4_cwnd,agent_5_path,agent_5_cwnd,agent_6_path,agent_6_cwnd,agent_7_path,agent_7_cwnd,agent_8_path,agent_8_cwnd,agent_9_path,agent_9_cwnd,agent_10_path,agent_10_cwnd,agent_11_path,agent_11_cwnd,agent_12_path,agent_12_cwnd,agent_13_path,agent_13_cwnd,agent_14_path,agent_14_cwnd,agent_15_path,agent_15_cwnd,agent_16_path,agent_16_cwnd,agent_17_path,agent_17_cwnd,agent_18_path,agent_18_cwnd,agent_19_path,agent_19_cwnd,agent_20_path,agent_20_cwnd,agent_21_path,agent_21_cwnd,agent_22_path,agent_22_cwnd,agent_23_path,agent_23_cwnd,agent_24_path,agent_24_cwnd,path_1_load,path_2_load,path_3_load,path_1_loss,path_2_loss,path_3_loss,total_loss
13,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
14,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
15,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
16,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
17,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
18,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
19,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
20,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
21,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
22,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
23,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
24,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
25,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
26,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
27,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
28,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
29,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
30,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
31,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
32,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
33,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
34,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
35,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
36,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
37,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
38,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
39,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
40,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
41,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
42,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
43,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
44,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
45,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
46,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
47,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
48,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
49,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
50,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
51,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
52,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
53,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
54,50.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,path_2,2.0,50.0,0,0,0.0,0.0,0.0,0.0
55,50.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,0,50.0,0,0.0,0.0,0.0,0.0
