timestep,total_throughput,agent_0_path,agent_0_cwnd,agent_1_path,agent_1_cwnd,agent_2_path,agent_2_cwnd,agent_3_path,agent_3_cwnd,agent_4_path,agent_4_cwnd,agent_5_path,agent_5_cwnd,agent_6_path,agent_6_cwnd,agent_7_path,agent_7_cwnd,agent_8_path,agent_8_cwnd,agent_9_path,agent_9_cwnd,agent_10_path,agent_10_cwnd,agent_11_path,agent_11_cwnd,agent_12_path,agent_12_cwnd,agent_13_path,agent_13_cwnd,agent_14_path,agent_14_cwnd,agent_15_path,agent_15_cwnd,agent_16_path,agent_16_cwnd,agent_17_path,agent_17_cwnd,agent_18_path,agent_18_cwnd,agent_19_path,agent_19_cwnd,agent_20_path,agent_20_cwnd,agent_21_path,agent_21_cwnd,agent_22_path,agent_22_cwnd,agent_23_path,agent_23_cwnd,agent_24_path,agent_24_cwnd,path_1_load,path_2_load,path_3_load,path_1_loss,path_2_loss,path_3_loss,total_loss
0,61.87198673741411,path_1,2.58,path_1,2.0,path_1,4.31,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.3,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.43,path_1,2.0,path_1,2.95,path_1,2.0,path_1,2.0,path_1,2.0,path_1,4.87,path_1,2.0,path_1,2.87,path_1,2.0,path_1,5.16,path_1,2.41,path_1,2.0,20.87,29.81,13.06,0.0,0.0,0.0,0.0
1,86.8719867374141,path_1,3.58,path_1,3.0,path_1,5.31,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.3,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.43,path_1,3.0,path_1,3.95,path_1,3.0,path_1,3.0,path_1,3.0,path_1,5.87,path_1,3.0,path_1,3.87,path_1,3.0,path_1,6.16,path_1,3.41,path_1,3.0,61.87,0,0,0.0,0.0,0.0,0.0
2,111.8719867374141,path_1,4.58,path_1,4.0,path_1,6.31,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.3,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.43,path_1,4.0,path_1,4.95,path_1,4.0,path_1,4.0,path_1,4.0,path_1,6.87,path_1,4.0,path_1,4.87,path_1,4.0,path_1,7.16,path_1,4.41,path_1,4.0,86.87,0,0,0.0,0.0,0.0,0.0
3,55.93599336870705,path_1,2.29,path_1,2.0,path_1,3.16,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.15,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.22,path_1,2.0,path_1,2.47,path_1,2.0,path_1,2.0,path_1,2.0,path_1,3.44,path_1,2.0,path_1,2.43,path_1,2.0,path_1,3.58,path_1,2.2,path_1,2.0,111.87,0,0,11.87,0.0,0.0,11.87
4,80.93599336870706,path_1,3.29,path_1,3.0,path_1,4.16,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.15,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.22,path_1,3.0,path_1,3.47,path_1,3.0,path_1,3.0,path_1,3.0,path_1,4.44,path_1,3.0,path_1,3.43,path_1,3.0,path_1,4.58,path_1,3.2,path_1,3.0,55.94,0,0,0.0,0.0,0.0,0.0
5,105.93599336870706,path_1,4.29,path_1,4.0,path_1,5.16,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.15,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.22,path_1,4.0,path_1,4.47,path_1,4.0,path_1,4.0,path_1,4.0,path_1,5.44,path_1,4.0,path_1,4.43,path_1,4.0,path_1,5.58,path_1,4.2,path_1,4.0,80.94,0,0,0.0,0.0,0.0,0.0
6,52.96799668435353,path_1,2.14,path_1,2.0,path_1,2.58,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.07,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.11,path_1,2.0,path_1,2.24,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.72,path_1,2.0,path_1,2.22,path_1,2.0,path_1,2.79,path_1,2.1,path_1,2.0,105.94,0,0,5.94,0.0,0.0,5.94
7,77.96799668435352,path_1,3.14,path_1,3.0,path_1,3.58,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.07,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.11,path_1,3.0,path_1,3.24,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.72,path_1,3.0,path_1,3.22,path_1,3.0,path_1,3.79,path_1,3.1,path_1,3.0,52.97,0,0,0.0,0.0,0.0,0.0
8,102.96799668435352,path_1,4.14,path_1,4.0,path_1,4.58,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.07,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.11,path_1,4.0,path_1,4.24,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.72,path_1,4.0,path_1,4.22,path_1,4.0,path_1,4.79,path_1,4.1,path_1,4.0,77.97,0,0,0.0,0.0,0.0,0.0
9,51.48399834217676,path_1,2.07,path_1,2.0,path_1,2.29,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.04,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.05,path_1,2.0,path_1,2.12,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.36,path_1,2.0,path_1,2.11,path_1,2.0,path_1,2.39,path_1,2.05,path_1,2.0,102.97,0,0,2.97,0.0,0.0,2.97
