timestep,total_throughput,agent_0_path,agent_0_cwnd,agent_1_path,agent_1_cwnd,agent_2_path,agent_2_cwnd,agent_3_path,agent_3_cwnd,agent_4_path,agent_4_cwnd,agent_5_path,agent_5_cwnd,agent_6_path,agent_6_cwnd,agent_7_path,agent_7_cwnd,agent_8_path,agent_8_cwnd,agent_9_path,agent_9_cwnd,agent_10_path,agent_10_cwnd,agent_11_path,agent_11_cwnd,agent_12_path,agent_12_cwnd,agent_13_path,agent_13_cwnd,agent_14_path,agent_14_cwnd,agent_15_path,agent_15_cwnd,agent_16_path,agent_16_cwnd,agent_17_path,agent_17_cwnd,agent_18_path,agent_18_cwnd,agent_19_path,agent_19_cwnd,agent_20_path,agent_20_cwnd,agent_21_path,agent_21_cwnd,agent_22_path,agent_22_cwnd,agent_23_path,agent_23_cwnd,agent_24_path,agent_24_cwnd,agent_25_path,agent_25_cwnd,agent_26_path,agent_26_cwnd,agent_27_path,agent_27_cwnd,agent_28_path,agent_28_cwnd,agent_29_path,agent_29_cwnd,agent_30_path,agent_30_cwnd,agent_31_path,agent_31_cwnd,agent_32_path,agent_32_cwnd,agent_33_path,agent_33_cwnd,agent_34_path,agent_34_cwnd,agent_35_path,agent_35_cwnd,agent_36_path,agent_36_cwnd,agent_37_path,agent_37_cwnd,agent_38_path,agent_38_cwnd,agent_39_path,agent_39_cwnd,agent_40_path,agent_40_cwnd,agent_41_path,agent_41_cwnd,agent_42_path,agent_42_cwnd,agent_43_path,agent_43_cwnd,agent_44_path,agent_44_cwnd,agent_45_path,agent_45_cwnd,agent_46_path,agent_46_cwnd,agent_47_path,agent_47_cwnd,agent_48_path,agent_48_cwnd,agent_49_path,agent_49_cwnd,path_1_load,path_2_load,path_1_loss,path_2_loss,total_loss
150,100.00000000000003,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,200.0,0,0.0,0.0,0.0
151,150.00000000000003,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,100.0,0,0.0,0.0,0.0
152,200.00000000000003,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,150.0,0,0.0,0.0,0.0
153,250.00000000000003,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,200.0,0,0.0,0.0,0.0
154,125.00000000000001,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,250.0,0,50.0,0.0,50.0
155,175.00000000000003,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,125.0,0,0.0,0.0,0.0
156,225.0,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,175.0,0,0.0,0.0,0.0
157,112.5,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,225.0,0,25.0,0.0,25.0
158,162.5,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,112.5,0,0.0,0.0,0.0
159,212.5,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,162.5,0,0.0,0.0,0.0
160,106.25,path_1,2.12,path_1,2.12,path_1,2.13,path_1,2.12,path_1,2.13,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.13,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.13,path_1,2.12,path_1,2.12,212.5,0,12.5,0.0,12.5
161,156.25,path_1,3.12,path_1,3.12,path_1,3.13,path_1,3.12,path_1,3.13,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.13,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.13,path_1,3.12,path_1,3.12,106.25,0,0.0,0.0,0.0
162,206.25,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,156.25,0,0.0,0.0,0.0
163,103.125,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,206.25,0,6.25,0.0,6.25
164,153.125,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,103.12,0,0.0,0.0,0.0
165,203.125,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,153.12,0,0.0,0.0,0.0
166,101.5625,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,203.12,0,3.12,0.0,3.12
167,151.5625,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,101.56,0,0.0,0.0,0.0
168,201.5625,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,151.56,0,0.0,0.0,0.0
169,100.78125,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,path_1,2.02,201.56,0,1.56,0.0,1.56
170,150.78125,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,path_1,3.02,100.78,0,0.0,0.0,0.0
171,200.78125,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,path_1,4.02,150.78,0,0.0,0.0,0.0
172,100.390625,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,path_1,2.01,200.78,0,0.78,0.0,0.78
173,150.390625,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,path_1,3.01,100.39,0,0.0,0.0,0.0
174,200.390625,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,path_1,4.01,150.39,0,0.0,0.0,0.0
175,100.1953125,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,200.39,0,0.39,0.0,0.39
176,150.1953125,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,100.2,0,0.0,0.0,0.0
177,200.1953125,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,150.2,0,0.0,0.0,0.0
178,100.09765625,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,200.2,0,0.2,0.0,0.2
179,150.09765625,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,100.1,0,0.0,0.0,0.0
