timestep,total_throughput,agent_0_path,agent_0_cwnd,agent_1_path,agent_1_cwnd,agent_2_path,agent_2_cwnd,agent_3_path,agent_3_cwnd,agent_4_path,agent_4_cwnd,agent_5_path,agent_5_cwnd,agent_6_path,agent_6_cwnd,agent_7_path,agent_7_cwnd,agent_8_path,agent_8_cwnd,agent_9_path,agent_9_cwnd,path_1_load,path_2_load,path_1_loss,path_2_loss,total_loss
115,180.0095192240871,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,170.01,0,0.0,0.0,0.0
116,190.0095192240871,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,180.01,0,0.0,0.0,0.0
117,200.0095192240871,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,190.01,0,0.0,0.0,0.0
118,100.00475961204354,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,200.01,0,0.01,0.0,0.01
119,110.00475961204354,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,100.0,0,0.0,0.0,0.0
120,120.00475961204354,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,110.0,0,0.0,0.0,0.0
121,130.00475961204353,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,120.0,0,0.0,0.0,0.0
122,140.00475961204353,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,130.0,0,0.0,0.0,0.0
123,150.00475961204353,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,140.0,0,0.0,0.0,0.0
124,160.00475961204353,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,150.0,0,0.0,0.0,0.0
125,170.00475961204353,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,160.0,0,0.0,0.0,0.0
126,180.00475961204353,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,170.0,0,0.0,0.0,0.0
127,190.00475961204353,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,180.0,0,0.0,0.0,0.0
128,200.00475961204353,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,190.0,0,0.0,0.0,0.0
129,100.00237980602176,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,200.0,0,0.0,0.0,0.0
130,110.00237980602176,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,100.0,0,0.0,0.0,0.0
131,120.00237980602176,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,110.0,0,0.0,0.0,0.0
132,130.00237980602176,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,120.0,0,0.0,0.0,0.0
133,140.00237980602176,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,130.0,0,0.0,0.0,0.0
134,150.00237980602176,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,140.0,0,0.0,0.0,0.0
135,160.00237980602176,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,150.0,0,0.0,0.0,0.0
136,170.00237980602176,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,160.0,0,0.0,0.0,0.0
137,180.00237980602176,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,170.0,0,0.0,0.0,0.0
138,190.00237980602176,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,180.0,0,0.0,0.0,0.0
139,200.00237980602176,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,190.0,0,0.0,0.0,0.0
140,100.00118990301088,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,200.0,0,0.0,0.0,0.0
141,110.00118990301088,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,100.0,0,0.0,0.0,0.0
142,120.00118990301088,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,110.0,0,0.0,0.0,0.0
143,130.0011899030109,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,120.0,0,0.0,0.0,0.0
144,140.0011899030109,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,130.0,0,0.0,0.0,0.0
145,150.0011899030109,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,140.0,0,0.0,0.0,0.0
146,160.0011899030109,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,150.0,0,0.0,0.0,0.0
147,170.0011899030109,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,160.0,0,0.0,0.0,0.0
148,180.0011899030109,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,170.0,0,0.0,0.0,0.0
149,190.0011899030109,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,180.0,0,0.0,0.0,0.0
150,200.0011899030109,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,190.0,0,0.0,0.0,0.0
151,100.00059495150545,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,200.0,0,0.0,0.0,0.0
152,110.00059495150545,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,100.0,0,0.0,0.0,0.0
153,120.00059495150545,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,110.0,0,0.0,0.0,0.0
154,130.00059495150543,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,120.0,0,0.0,0.0,0.0
155,140.00059495150543,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,130.0,0,0.0,0.0,0.0
156,150.00059495150543,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,140.0,0,0.0,0.0,0.0
157,160.00059495150543,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,150.0,0,0.0,0.0,0.0
158,170.00059495150543,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,160.0,0,0.0,0.0,0.0
159,180.00059495150543,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,170.0,0,0.0,0.0,0.0
160,190.00059495150543,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,180.0,0,0.0,0.0,0.0
161,200.00059495150543,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,190.0,0,0.0,0.0,0.0
162,100.00029747575272,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,200.0,0,0.0,0.0,0.0
163,110.00029747575272,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,100.0,0,0.0,0.0,0.0
164,120.00029747575272,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,110.0,0,0.0,0.0,0.0
165,130.00029747575272,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,120.0,0,0.0,0.0,0.0
166,140.00029747575272,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,130.0,0,0.0,0.0,0.0
167,150.00029747575272,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,140.0,0,0.0,0.0,0.0
168,160.00029747575272,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,150.0,0,0.0,0.0,0.0
169,170.00029747575272,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,160.0,0,0.0,0.0,0.0
170,180.00029747575272,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,170.0,0,0.0,0.0,0.0
171,190.00029747575272,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,180.0,0,0.0,0.0,0.0
172,200.00029747575272,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,190.0,0,0.0,0.0,0.0
173,100.00014873787636,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,200.0,0,0.0,0.0,0.0
174,110.00014873787636,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,100.0,0,0.0,0.0,0.0
175,120.00014873787636,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,110.0,0,0.0,0.0,0.0
176,130.00014873787637,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,120.0,0,0.0,0.0,0.0
177,140.00014873787637,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,130.0,0,0.0,0.0,0.0
178,150.00014873787637,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,140.0,0,0.0,0.0,0.0
179,160.00014873787637,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,150.0,0,0.0,0.0,0.0
180,170.00014873787637,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,160.0,0,0.0,0.0,0.0
181,180.00014873787637,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,170.0,0,0.0,0.0,0.0
182,190.00014873787637,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,180.0,0,0.0,0.0,0.0
183,200.00014873787637,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,190.0,0,0.0,0.0,0.0
184,100.00007436893819,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,200.0,0,0.0,0.0,0.0
185,110.00007436893819,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,100.0,0,0.0,0.0,0.0
186,120.00007436893819,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,110.0,0,0.0,0.0,0.0
187,130.0000743689382,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,120.0,0,0.0,0.0,0.0
188,140.0000743689382,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,130.0,0,0.0,0.0,0.0
189,150.0000743689382,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,140.0,0,0.0,0.0,0.0
190,160.0000743689382,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,150.0,0,0.0,0.0,0.0
191,170.0000743689382,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,160.0,0,0.0,0.0,0.0
192,180.0000743689382,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,170.0,0,0.0,0.0,0.0
193,190.0000743689382,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,180.0,0,0.0,0.0,0.0
194,200.0000743689382,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,190.0,0,0.0,0.0,0.0
195,100.0000371844691,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,200.0,0,0.0,0.0,0.0
196,110.0000371844691,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,100.0,0,0.0,0.0,0.0
197,120.0000371844691,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,110.0,0,0.0,0.0,0.0
198,130.00003718446908,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,120.0,0,0.0,0.0,0.0
199,140.00003718446908,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,130.0,0,0.0,0.0,0.0
200,150.00003718446908,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,140.0,0,0.0,0.0,0.0
201,160.00003718446908,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,150.0,0,0.0,0.0,0.0
202,170.00003718446908,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,160.0,0,0.0,0.0,0.0
203,180.00003718446908,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,170.0,0,0.0,0.0,0.0
204,190.00003718446908,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,180.0,0,0.0,0.0,0.0
205,200.00003718446908,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,190.0,0,0.0,0.0,0.0
206,100.00001859223454,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,200.0,0,0.0,0.0,0.0
207,110.00001859223454,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,100.0,0,0.0,0.0,0.0
208,120.00001859223454,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,110.0,0,0.0,0.0,0.0
209,130.00001859223454,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,120.0,0,0.0,0.0,0.0
210,140.00001859223454,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,130.0,0,0.0,0.0,0.0
211,150.00001859223454,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,140.0,0,0.0,0.0,0.0
212,160.00001859223454,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,150.0,0,0.0,0.0,0.0
213,170.00001859223454,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,160.0,0,0.0,0.0,0.0
214,180.00001859223454,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,170.0,0,0.0,0.0,0.0
215,190.00001859223454,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,180.0,0,0.0,0.0,0.0
216,200.00001859223454,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,190.0,0,0.0,0.0,0.0
217,100.00000929611727,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,200.0,0,0.0,0.0,0.0
218,110.00000929611727,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,100.0,0,0.0,0.0,0.0
219,120.00000929611727,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,110.0,0,0.0,0.0,0.0
220,130.00000929611727,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,120.0,0,0.0,0.0,0.0
221,140.00000929611727,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,130.0,0,0.0,0.0,0.0
222,150.00000929611727,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,140.0,0,0.0,0.0,0.0
223,160.00000929611727,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,150.0,0,0.0,0.0,0.0
224,170.00000929611727,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,160.0,0,0.0,0.0,0.0
225,180.00000929611727,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,170.0,0,0.0,0.0,0.0
226,190.00000929611727,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,180.0,0,0.0,0.0,0.0
227,200.00000929611727,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,190.0,0,0.0,0.0,0.0
228,100.00000464805863,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,200.0,0,0.0,0.0,0.0
229,110.00000464805863,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,100.0,0,0.0,0.0,0.0
230,120.00000464805863,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,110.0,0,0.0,0.0,0.0
231,130.00000464805865,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,120.0,0,0.0,0.0,0.0
232,140.00000464805865,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,130.0,0,0.0,0.0,0.0
233,150.00000464805865,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,140.0,0,0.0,0.0,0.0
234,160.00000464805865,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,150.0,0,0.0,0.0,0.0
235,170.00000464805865,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,160.0,0,0.0,0.0,0.0
236,180.00000464805865,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,170.0,0,0.0,0.0,0.0
237,190.00000464805865,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,180.0,0,0.0,0.0,0.0
238,200.00000464805865,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,190.0,0,0.0,0.0,0.0
239,100.00000232402932,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,200.0,0,0.0,0.0,0.0
240,110.00000232402932,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,100.0,0,0.0,0.0,0.0
241,120.00000232402932,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,110.0,0,0.0,0.0,0.0
