timestep,total_throughput,agent_0_path,agent_0_cwnd,agent_1_path,agent_1_cwnd,agent_2_path,agent_2_cwnd,agent_3_path,agent_3_cwnd,agent_4_path,agent_4_cwnd,agent_5_path,agent_5_cwnd,agent_6_path,agent_6_cwnd,agent_7_path,agent_7_cwnd,agent_8_path,agent_8_cwnd,agent_9_path,agent_9_cwnd,agent_10_path,agent_10_cwnd,agent_11_path,agent_11_cwnd,agent_12_path,agent_12_cwnd,agent_13_path,agent_13_cwnd,agent_14_path,agent_14_cwnd,agent_15_path,agent_15_cwnd,agent_16_path,agent_16_cwnd,agent_17_path,agent_17_cwnd,agent_18_path,agent_18_cwnd,agent_19_path,agent_19_cwnd,agent_20_path,agent_20_cwnd,agent_21_path,agent_21_cwnd,agent_22_path,agent_22_cwnd,agent_23_path,agent_23_cwnd,agent_24_path,agent_24_cwnd,path_1_load,path_2_load,path_1_loss,path_2_loss,total_loss
112,125.00000076168477,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,100.0,0,0.0,0.0,0.0
113,150.00000076168476,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,125.0,0,0.0,0.0,0.0
114,175.00000076168476,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,150.0,0,0.0,0.0,0.0
115,200.00000076168476,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,175.0,0,0.0,0.0,0.0
116,100.00000038084238,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,200.0,0,0.0,0.0,0.0
117,125.00000038084238,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,100.0,0,0.0,0.0,0.0
118,150.00000038084238,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,125.0,0,0.0,0.0,0.0
119,175.00000038084238,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,150.0,0,0.0,0.0,0.0
120,200.00000038084238,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,175.0,0,0.0,0.0,0.0
121,100.00000019042119,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,200.0,0,0.0,0.0,0.0
122,125.00000019042119,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,100.0,0,0.0,0.0,0.0
123,150.0000001904212,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,125.0,0,0.0,0.0,0.0
124,175.0000001904212,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,150.0,0,0.0,0.0,0.0
125,200.0000001904212,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,175.0,0,0.0,0.0,0.0
126,100.0000000952106,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,200.0,0,0.0,0.0,0.0
127,125.0000000952106,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,100.0,0,0.0,0.0,0.0
128,150.0000000952106,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,125.0,0,0.0,0.0,0.0
129,175.0000000952106,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,150.0,0,0.0,0.0,0.0
130,200.0000000952106,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,175.0,0,0.0,0.0,0.0
131,100.0000000476053,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,200.0,0,0.0,0.0,0.0
132,125.0000000476053,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,100.0,0,0.0,0.0,0.0
133,150.0000000476053,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,125.0,0,0.0,0.0,0.0
134,175.0000000476053,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,150.0,0,0.0,0.0,0.0
135,200.00000004760528,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,175.0,0,0.0,0.0,0.0
136,100.00000002380264,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,200.0,0,0.0,0.0,0.0
137,125.00000002380264,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,100.0,0,0.0,0.0,0.0
138,150.00000002380264,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,125.0,0,0.0,0.0,0.0
139,175.00000002380264,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,150.0,0,0.0,0.0,0.0
140,200.00000002380264,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,175.0,0,0.0,0.0,0.0
141,100.00000001190132,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,200.0,0,0.0,0.0,0.0
142,125.00000001190132,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,100.0,0,0.0,0.0,0.0
143,150.00000001190134,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,125.0,0,0.0,0.0,0.0
144,175.00000001190134,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,150.0,0,0.0,0.0,0.0
145,200.00000001190134,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,175.0,0,0.0,0.0,0.0
146,100.00000000595067,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,200.0,0,0.0,0.0,0.0
147,125.00000000595067,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,100.0,0,0.0,0.0,0.0
148,150.00000000595065,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,125.0,0,0.0,0.0,0.0
149,175.00000000595065,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,150.0,0,0.0,0.0,0.0
150,200.00000000595065,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,175.0,0,0.0,0.0,0.0
151,100.00000000297533,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,200.0,0,0.0,0.0,0.0
152,125.00000000297533,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,100.0,0,0.0,0.0,0.0
153,150.00000000297533,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,125.0,0,0.0,0.0,0.0
154,175.00000000297533,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,150.0,0,0.0,0.0,0.0
155,200.00000000297533,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,175.0,0,0.0,0.0,0.0
156,100.00000000148766,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,200.0,0,0.0,0.0,0.0
157,125.00000000148766,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,100.0,0,0.0,0.0,0.0
158,150.00000000148768,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,125.0,0,0.0,0.0,0.0
159,175.00000000148768,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,150.0,0,0.0,0.0,0.0
160,200.00000000148768,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,175.0,0,0.0,0.0,0.0
161,100.00000000074384,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,200.0,0,0.0,0.0,0.0
162,125.00000000074384,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,100.0,0,0.0,0.0,0.0
163,150.00000000074382,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,125.0,0,0.0,0.0,0.0
164,175.00000000074382,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,150.0,0,0.0,0.0,0.0
165,200.00000000074382,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,175.0,0,0.0,0.0,0.0
166,100.00000000037191,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,200.0,0,0.0,0.0,0.0
167,125.00000000037191,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,100.0,0,0.0,0.0,0.0
168,150.00000000037193,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,path_1,6.0,125.0,0,0.0,0.0,0.0
169,175.00000000037193,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,path_1,7.0,150.0,0,0.0,0.0,0.0
170,200.00000000037193,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,path_1,8.0,175.0,0,0.0,0.0,0.0
